nPolygons: 2
4 {2673.26732673, -2767.32673267, -1783.62272769} {-3267.32673267, -2173.26732673, -1186.60041357} {-2673.26732673, -2232.67326733, 4783.62272769} {3267.32673267, -2826.73267327, 4186.60041357} 
4 {2673.26732673, 2232.67326733, -1783.62272769} {-3267.32673267, 2826.73267327, -1186.60041357} {-2673.26732673, 2767.32673267, 4783.62272769} {3267.32673267, 2173.26732673, 4186.60041357} 
