nPolygons: 2
4 {2892.7032677, 2978.54065354, 627.897150399} {-2928.46884513, 3014.30623097, 2081.40189973} {-2892.7032677, -2978.54065354, 2372.1028496} {2928.46884513, -3014.30623097, 918.598100266} 
4 {2673.26732673, -267.326732673, -1783.62272769} {-3267.32673267, 326.732673267, -1186.60041357} {-2673.26732673, 267.326732673, 4783.62272769} {3267.32673267, -326.732673267, 4186.60041357} 
